Speed_Diff,Attack_Diff,Defense_Diff,Sp. Atk_Diff,Sp. Def_Diff,HP_Diff,Type_Win_Score,p1_win
-20,13,60,0,0,4,0.0,0
72,73,40,70,5,60,0.0,1
-4,-45,-80,-50,-35,-25,0.0,0
0,20,0,10,-25,5,0.0,0
-15,24,4,-5,-25,25,0.0,0
67,32,27,13,8,7,0.0,1
-5,75,45,28,-5,23,1.5,0
-55,-105,0,-120,-60,-74,0.0,0
3,5,40,10,20,25,0.0,1
53,25,-90,5,16,51,0.0,1
-15,20,10,-30,-10,15,0.0,0
-17,-83,-32,20,-5,-18,0.0,0
19,35,-4,-22,-51,-28,0.0,0
-53,-47,-80,-2,15,-15,0.0,0
24,-13,-28,31,0,-5,1.5,1
22,17,-5,-43,0,0,-1.0,1
22,-16,-25,6,-5,-1,0.0,1
-5,-20,-65,0,0,-10,1.0,0
-42,-3,-15,-28,-60,-50,0.0,0
41,1,-15,28,1,-16,0.0,1
-2,-56,-64,-4,-4,-7,1.0,0
-15,18,17,16,27,27,-1.0,0
-42,-95,-15,-65,-15,-48,0.0,0
-26,-35,-35,-35,-45,-14,0.0,0
-5,-45,-45,-5,-5,10,0.0,0
10,-20,5,45,35,15,0.0,0
-24,15,105,-25,-15,-35,0.0,0
25,60,25,-5,15,25,0.0,1
-41,-50,-12,-65,-22,-20,0.0,0
22,-40,-42,0,-12,5,0.0,1
-40,-30,45,70,45,50,0.0,0
22,-20,-152,7,-8,-9,0.0,1
10,-20,23,-25,-17,-15,0.0,1
-35,30,20,15,-30,50,0.0,0
105,120,15,130,30,5,0.0,1
20,-30,35,10,25,0,0.0,1
-20,35,45,-40,-20,0,0.0,0
-36,45,92,-37,-60,5,0.0,0
-60,-15,5,-80,-45,-20,0.0,0
38,40,-103,18,-58,20,1.0,1
-10,-10,5,65,25,5,0.0,0
-75,-30,30,-40,30,-60,0.0,0
8,99,-8,-16,-26,33,-1.0,1
70,20,-10,95,55,50,0.0,1
32,34,-22,40,3,-25,0.0,1
5,5,-12,60,55,45,0.0,1
-20,10,-5,-17,-7,4,0.0,0
35,-60,-39,-5,-19,8,0.0,1
-20,20,-100,-10,-110,-75,0.0,0
-10,-77,-35,-103,-15,-40,0.0,0
3,-11,-3,44,30,-8,0.0,1
52,27,50,25,74,47,0.0,1
27,12,-10,91,40,-8,0.0,1
-10,57,1,-48,54,-4,0.0,0
-75,5,13,-60,0,25,0.0,1
33,-32,-11,13,25,19,0.0,1
-2,15,-56,-45,-56,-53,0.0,0
-5,-54,-56,-106,-64,-45,0.0,0
-40,5,20,-60,0,25,0.0,0
-40,45,82,-67,-105,-19,0.0,0
-29,-13,12,1,8,12,0.0,0
-13,-5,-20,-25,-20,20,0.0,0
-64,14,104,-26,-34,20,0.0,0
-40,-70,-5,-70,-70,-25,1.5,0
-10,-9,20,51,5,-37,1.0,0
10,-30,-15,41,31,35,0.0,1
84,28,36,63,41,24,0.0,1
-25,-60,-115,-10,-35,-30,0.0,0
76,10,10,70,15,-17,0.0,1
-55,-85,-30,-55,-65,-65,1.0,0
-87,-57,-22,-57,-22,25,0.0,0
-10,-60,-45,60,15,-5,0.0,0
12,-19,27,-46,11,0,0.0,1
5,-56,23,79,30,-27,0.0,1
-7,-36,26,-11,51,-3,0.0,0
13,69,40,5,40,45,0.0,1
-28,-112,-42,-44,-14,0,0.0,0
14,7,-3,-36,25,-12,0.0,1
-27,80,-40,-30,-75,7,0.0,0
40,-20,-15,0,5,-10,-1.5,0
22,-9,-23,25,25,6,-1.0,1
-15,10,26,-45,-18,-3,0.0,0
20,-75,15,20,-40,-15,0.0,1
-60,-38,48,-93,13,-55,0.0,0
44,21,18,63,35,20,0.0,0
-30,-122,-70,5,-60,-15,1.0,0
35,-25,-3,-50,0,-35,0.0,1
-54,-29,-12,-74,-25,-30,0.0,0
-50,-5,75,20,35,65,0.0,0
10,-110,-65,35,-5,-85,0.0,1
39,-5,-16,-5,-12,-20,0.0,0
10,10,-53,52,-34,58,0.0,1
-5,80,0,50,0,0,0.0,0
-22,32,-22,-8,-92,-17,0.0,0
4,24,37,36,67,12,0.0,1
51,88,-12,71,41,-21,0.0,1
20,-37,-27,-29,-29,-15,-1.0,1
-53,-50,-20,35,-25,-60,1.0,0
-36,-25,-20,10,-15,-19,0.0,0
-35,22,27,35,5,46,0.0,0
-70,-35,-30,-71,-30,-31,0.0,0
-7,15,-55,-80,0,-20,0.0,0
-7,11,-2,46,-2,39,0.0,0
50,60,55,-50,20,50,1.0,1
-50,-95,-95,-65,5,150,0.0,0
35,-22,-18,15,0,-10,0.0,1
15,-10,0,-40,15,10,0.0,1
15,45,50,0,10,-55,0.0,1
-35,-10,-85,-110,-60,2,0.0,0
-35,7,12,-31,1,12,-1.0,0
-35,5,-40,-50,-35,55,0.0,0
-27,32,43,-13,34,36,0.0,0
-80,-55,45,55,-20,-20,0.0,0
-66,-83,22,-80,-25,-18,0.0,0
0,-40,-35,-45,-25,10,0.0,0
80,24,12,-11,4,21,0.0,1
10,-55,-15,-10,-10,39,0.0,1
-10,-59,-43,-119,-75,-38,0.0,0
4,30,82,-22,35,35,0.0,1
30,5,-5,40,10,-5,0.0,1
-30,-50,-47,-55,-10,-5,0.0,0
56,5,-23,35,7,17,0.0,1
-37,20,12,5,17,-10,0.0,0
25,35,30,49,30,36,0.0,1
-15,-63,35,73,20,-35,0.0,0
-75,-70,35,55,115,10,0.0,0
0,-18,15,-8,15,15,0.0,0
20,13,5,35,20,20,0.0,1
20,89,55,38,40,51,0.0,1
-27,-15,-3,-13,-13,-7,0.0,0
5,-55,-10,0,-10,-55,0.0,1
15,-28,50,-12,0,-25,0.0,1
12,-60,9,-75,-11,-20,-1.0,1
-42,5,16,14,30,47,1.5,0
-30,-10,55,-48,-10,-20,0.0,0
-50,-100,5,-42,-40,-45,1.0,0
60,-5,10,85,25,10,0.0,1
40,20,-7,-2,-11,12,-1.5,1
-30,15,-50,-30,-50,-20,0.0,0
35,122,22,50,30,-6,0.0,1
-21,-18,10,2,30,6,-1.0,0
7,32,-10,-45,-45,-64,0.0,1
0,-35,-60,-35,-59,-31,0.0,0
-31,-95,-45,-30,-10,-75,0.0,0
-30,-90,-45,-50,-10,-55,0.0,0
56,47,22,38,8,14,0.0,1
1,-17,8,-64,-29,-61,0.0,1
-21,-15,-10,55,45,-15,0.0,0
-8,15,44,0,9,0,0.0,0
0,36,-8,-59,-25,7,0.0,0
30,45,20,10,70,15,1.5,1
88,34,2,68,24,42,0.0,1
45,5,-30,5,-10,20,0.0,1
31,-22,-16,3,-16,-5,-1.0,1
47,-22,-3,43,7,-3,0.0,1
-15,-15,-15,-25,-35,-25,0.0,0
2,-64,-16,11,11,-25,0.0,1
-15,39,10,0,-5,24,-1.0,0
-60,-33,-25,-48,-29,-25,1.5,0
45,-45,10,15,70,-15,0.0,1
-63,-28,-18,-60,-46,-20,0.0,0
-25,-30,15,-75,-50,-5,1.0,1
-3,17,-7,-27,-43,13,-1.0,0
0,10,50,-12,52,50,0.0,0
24,68,-7,55,-5,-10,0.0,1
-67,-157,-112,-127,-42,-5,0.0,0
-61,70,23,-45,-27,35,0.0,1
-87,-33,-3,-46,7,53,-1.0,0
-25,-3,15,13,-15,-27,0.0,0
-25,-37,-13,-55,-55,-15,0.0,0
30,-70,0,-45,95,10,-1.0,0
-30,-20,-55,-20,-20,0,0.0,0
-8,-8,-25,-65,-25,11,0.0,0
-20,-5,-5,-25,-5,2,0.0,0
-5,65,12,-52,-94,-18,0.0,0
44,-19,-25,20,-5,-20,1.0,1
-55,-50,-35,-5,5,-35,0.0,0
25,-70,-50,85,55,30,0.0,1
-70,-29,-37,-49,-74,-27,0.0,0
35,11,20,51,30,9,0.0,1
15,50,5,-40,-60,-25,0.0,1
-16,-8,-36,-40,-75,-56,-1.5,0
-35,-5,35,-35,15,-10,0.0,0
-50,-5,0,-70,-15,0,0.0,0
-62,-32,6,-19,11,46,0.0,0
-34,-19,-21,-37,-30,-26,0.0,0
-45,5,30,5,-65,5,0.0,0
115,-5,10,10,-15,-100,0.0,0
-22,80,-9,0,-29,37,0.0,0
0,30,-15,-41,-51,-60,0.0,0
71,-36,-29,19,46,-1,1.0,1
-21,40,25,10,10,37,0.0,0
-25,-43,-75,-17,-79,-41,0.0,0
10,135,60,8,18,19,0.0,1
15,8,10,-26,12,36,0.0,0
2,-19,-30,43,30,-10,0.0,1
13,60,34,-30,-16,9,0.0,1
-55,-60,-73,-67,-70,-10,0.0,0
25,65,40,59,40,41,0.0,1
25,115,120,70,50,60,0.0,1
39,10,8,65,28,10,0.0,1
53,10,12,74,59,22,0.0,1
-19,-40,-42,-27,-32,40,0.0,0
63,27,27,45,84,26,-1.5,1
-25,-40,-10,-20,-5,20,1.5,0
55,-66,-61,-88,-49,-35,0.0,0
-70,-11,0,44,-15,37,0.0,0
-12,-42,-55,-32,-15,5,1.5,0
54,44,27,13,13,8,0.0,1
17,23,-7,-10,-30,-10,0.0,1
70,40,-25,-10,40,40,0.0,1
-65,10,-15,-40,-15,10,0.0,0
53,-26,-82,5,0,-11,0.0,1
45,15,35,25,60,20,0.0,1
95,100,-70,125,-25,20,0.0,1
-59,32,34,-33,-1,-14,0.0,0
-35,-33,-27,-84,-78,-38,0.0,0
-24,-3,-11,7,29,6,0.0,0
39,-53,-25,25,-50,-25,0.0,1
23,-15,-27,6,-11,-9,0.0,1
-20,-35,-21,-5,-2,3,0.0,0
4,15,-45,-20,-15,15,0.0,0
29,16,10,25,0,0,0.0,1
-30,35,50,5,-85,15,0.0,0
50,65,-10,80,20,30,0.0,1
-7,-13,-18,-14,-16,-85,-1.5,0
95,15,-15,130,45,10,0.0,1
-14,-6,-10,4,-10,-20,0.0,0
85,20,-25,30,80,20,0.0,1
-90,-85,-15,-40,-25,-10,1.0,0
16,32,-26,-33,-11,-39,0.0,1
-10,-32,-27,-83,-63,-45,0.0,0
-50,-41,-61,5,-10,-25,0.0,0
51,47,14,28,3,-3,0.0,1
60,-35,-30,35,0,35,0.0,1
42,-11,-62,24,-22,-21,0.0,0
40,75,35,10,30,21,0.0,1
20,-21,-50,56,25,10,0.0,1
-46,65,13,-60,-62,55,1.0,1
10,-80,-4,25,71,-12,0.0,1
41,30,25,10,0,23,0.0,1
75,-30,30,-30,55,25,0.0,1
62,70,25,30,15,18,0.0,1
83,37,40,44,33,43,0.0,1
-15,12,68,-13,23,-15,0.0,0
55,-35,-15,55,115,10,1.0,1
-44,1,10,-46,-20,-16,0.0,0
-34,-23,-50,-16,-37,-3,-1.0,0
-16,-100,-14,25,-20,-25,0.0,0
-7,34,50,-3,0,20,0.0,0
30,-8,-20,10,0,-25,0.0,1
-40,-60,-61,-55,-11,-35,0.0,0
36,89,40,35,20,60,0.0,1
120,50,-5,-15,-35,6,0.0,1
7,8,42,-17,-3,-18,0.0,1
-85,-70,150,-45,175,-60,0.0,0
-20,-70,25,35,45,-32,0.0,0
30,-110,-65,-45,-40,-70,1.0,0
-5,60,20,-15,-15,-20,0.0,0
-34,-35,62,8,10,-25,0.0,0
-54,34,40,-41,-35,20,0.0,1
56,-17,-13,54,11,36,0.0,1
20,-23,-8,9,20,-18,0.0,1
-7,5,-30,-80,-25,-15,0.0,0
-12,-3,-3,-41,-1,-60,0.0,0
-46,-39,-22,-43,-24,-17,0.0,0
-10,25,40,10,30,5,0.0,0
-33,-25,-40,-45,-40,0,0.0,0
-45,24,114,-66,44,-6,0.0,0
18,-55,-79,-3,-32,-30,0.0,1
-27,5,5,-55,-30,2,0.0,0
10,-42,35,-82,-55,-30,0.0,1
45,125,115,87,45,45,-1.0,1
93,-25,15,30,15,10,-1.0,0
-35,-13,13,-25,-15,5,0.0,0
2,25,-20,-9,-23,25,0.0,1
-40,0,20,-65,-15,95,-1.0,0
47,100,95,60,55,35,0.0,1
-14,55,-25,65,-25,-45,0.0,0
-40,90,65,-35,25,70,0.0,1
-20,-55,-10,-63,-10,-5,0.0,0
86,60,13,-45,3,10,0.0,1
55,70,20,15,5,25,0.0,1
100,29,3,36,-7,19,0.0,1
-19,-21,-40,-28,-27,-33,0.0,0
36,38,33,18,13,30,0.0,1
10,30,-60,30,-60,50,0.0,1
49,51,0,61,13,66,0.0,1
-30,10,35,-35,0,100,0.0,0
70,35,-150,75,-15,5,0.0,1
-64,30,-27,-73,-41,-5,-1.0,0
20,-19,-96,16,-86,-24,0.0,0
-30,-44,-50,-85,-55,-21,0.0,0
-18,34,71,54,31,-35,0.0,0
-15,-5,40,-35,10,-5,0.0,0
-6,3,22,28,33,0,0.0,0
-42,-39,-58,-74,-75,-24,0.0,0
-20,2,43,0,40,25,0.0,0
-5,45,55,-5,70,-5,0.0,0
47,32,5,15,11,31,0.0,1
-57,-47,-12,-32,-17,115,0.0,0
-63,-62,33,-37,-25,-51,0.0,0
-54,-71,-45,-96,-40,-50,-1.0,0
-80,-145,-55,-119,-65,-56,0.0,0
-4,12,17,57,82,45,0.0,0
30,3,55,-24,29,23,0.0,1
-70,-20,-5,-30,-45,-22,1.5,0
-90,-70,-65,-50,-89,-71,0.0,0
6,-5,-5,-25,-5,-15,0.0,1
-12,7,-3,-26,-16,-35,0.0,0
-40,-22,-7,-22,-7,50,0.0,0
-25,-35,-30,-15,-40,-15,0.0,0
5,-28,-12,50,-10,-5,0.0,1
-34,48,50,28,50,13,0.0,0
-20,-65,-25,60,-40,-40,0.0,0
-19,55,29,-10,50,15,1.0,0
65,15,-85,-25,-80,-14,0.0,1
-10,52,0,15,-10,-5,0.0,0
-65,-35,-65,35,-25,-25,0.0,0
0,-7,-33,-60,-60,-25,0.0,0
-99,-22,23,-57,-45,-25,0.0,0
-38,47,26,-3,20,-2,0.0,1
-10,24,-25,-20,25,11,0.0,0
49,-9,-15,48,32,-12,0.0,1
65,10,5,30,0,0,0.0,1
-35,39,-13,-9,-20,32,0.0,0
-25,-14,13,-19,16,13,0.0,0
4,15,72,18,35,10,0.0,0
-6,-35,74,10,68,-5,0.0,0
-40,30,10,-5,-5,15,0.0,0
-22,-52,-36,-62,-25,-28,0.0,0
-5,-65,0,-15,30,0,0.0,0
-50,-100,-39,-75,-39,-30,0.0,0
-55,15,0,125,40,-5,0.0,0
55,-10,20,43,-25,-60,0.0,0
51,-5,-68,20,-73,-10,0.0,1
90,55,-15,100,35,45,0.0,1
-40,-30,-30,-50,-5,-10,0.0,0
-60,-10,95,-5,40,-5,0.0,0
-76,31,73,-14,5,4,0.0,0
-60,-76,-40,-115,-40,-46,0.0,0
49,38,8,115,60,29,0.0,1
40,79,27,9,4,57,0.0,1
45,40,-30,50,0,-25,0.0,1
-19,42,42,-30,55,5,0.0,0
12,-50,-46,-135,-71,-60,0.0,1
-49,-28,-46,-43,-1,-34,0.0,0
-20,0,12,-25,7,-15,0.0,0
-14,-35,7,5,7,-50,0.0,0
20,-2,-29,-4,-31,40,0.0,0
-47,-15,-23,-29,5,-31,0.0,0
-36,-18,27,-3,27,35,0.0,0
12,21,32,21,42,6,0.0,1
28,70,-5,-60,-65,15,0.0,1
-80,-75,-50,-5,-35,30,0.0,0
-13,-24,-40,-7,-10,0,0.0,0
5,-53,-42,40,25,20,0.0,1
23,-12,7,-22,2,15,0.0,1
17,51,114,-19,-36,3,0.0,1
69,101,65,101,68,96,0.0,1
-46,-85,-20,-30,-10,1,0.0,0
55,10,-5,65,55,10,0.0,1
49,-12,31,58,36,29,0.0,1
23,-12,-12,-9,-4,39,0.0,1
20,-15,5,15,-15,-10,0.0,1
22,-11,7,-26,2,-29,0.0,1
-12,45,40,-39,-105,-205,0.0,0
-19,-1,25,-1,25,-5,1.5,0
-9,41,8,-14,-20,15,0.0,0
41,42,-3,-30,-14,44,-1.5,1
61,80,0,85,50,58,0.0,1
27,28,32,53,-4,24,0.0,1
-13,67,50,-30,-65,25,0.0,0
-25,0,60,90,35,15,0.0,0
-15,-45,0,17,-20,-25,1.0,0
30,40,20,25,20,30,0.0,1
-44,-101,-60,-86,-58,-86,0.0,0
36,7,-7,3,-23,15,0.0,1
46,26,-13,8,-30,4,0.0,1
-5,-20,-18,-30,-33,-40,0.0,0
20,58,12,13,-78,10,0.0,1
-35,0,-5,-15,-30,20,0.0,0
15,5,55,-75,-20,-25,0.0,1
15,55,45,30,45,70,1.5,1
35,-10,50,65,50,15,0.0,1
-35,-55,-65,-85,-85,-55,0.0,0
-50,-35,170,-115,-35,-5,0.0,0
50,15,5,-30,-60,-25,0.0,0
45,-25,-32,40,-12,-30,0.0,1
-55,-70,-45,30,-15,-10,0.0,0
-20,15,-30,-15,-5,-25,0.0,0
45,10,50,-5,50,50,0.0,1
-10,-10,5,4,14,10,0.0,0
-31,15,-7,18,5,20,-1.5,0
-19,-17,12,5,5,-6,0.0,0
-20,8,26,-14,11,15,0.0,0
10,-10,-60,15,40,25,1.5,1
-40,-70,-90,-64,-64,-90,0.0,0
-66,-33,32,-38,-18,-35,0.0,0
1,-57,-89,3,-32,-31,0.0,1
41,13,8,48,8,20,0.0,1
-22,26,62,-31,-26,17,0.0,0
0,-65,-40,30,15,-5,0.0,0
40,-40,-50,-15,-15,-10,0.0,1
-20,-135,-30,-135,-10,-45,0.0,0
-40,65,15,0,5,25,0.0,0
-15,17,5,18,20,25,0.0,0
45,37,30,37,30,21,0.0,1
40,-35,-45,-25,-25,-40,0.0,1
35,-15,100,-15,100,-10,0.0,1
-10,37,8,50,-10,20,-1.0,0
-40,-10,-30,20,-30,-20,0.0,1
14,69,35,-22,51,39,0.0,1
-25,-50,-55,15,-25,-10,0.0,0
-14,-4,17,-14,-12,-10,0.0,0
-35,38,23,1,-14,50,-1.0,0
-53,1,-28,-19,-26,-26,0.0,0
30,30,5,25,-10,55,0.0,1
30,80,160,30,60,30,0.0,1
8,-39,-18,-20,-13,-5,0.0,1
57,23,-27,1,-60,10,0.0,1
-15,-35,-52,12,34,-72,0.0,0
45,40,30,5,84,46,0.0,1
38,-2,33,-2,38,-15,0.0,1
4,-30,5,-10,20,11,0.0,1
-10,-10,-15,-10,-40,-20,0.0,0
-44,0,-33,-37,-40,-24,0.0,0
28,-23,-57,-43,-27,-5,1.5,1
45,28,-58,-5,45,0,0.0,1
20,-25,25,80,15,0,0.0,1
-10,95,50,-50,15,45,0.0,0
110,90,10,159,85,46,0.0,1
23,61,13,26,23,59,0.0,1
20,35,31,-50,26,48,0.0,0
20,-35,-45,-70,-35,-45,0.0,1
-28,-49,-10,8,-10,-11,0.0,0
0,40,-10,-5,-25,10,0.0,0
-37,-20,8,-50,5,-23,0.0,0
81,57,27,92,37,20,-1.5,1
15,19,50,34,50,62,0.0,1
3,15,-45,5,0,2,0.0,1
-59,-60,-24,-37,16,-31,0.0,0
0,-40,25,55,30,10,0.0,0
-50,28,-20,-18,-45,-5,0.0,0
31,0,-58,10,-13,-9,0.0,1
-31,30,15,45,15,-19,0.0,0
-35,-75,3,0,89,3,0.0,0
-18,-75,-77,-95,-57,-45,0.0,0
90,60,-19,20,1,25,0.0,1
112,81,-15,162,85,51,0.0,1
25,-70,-10,5,0,-15,0.0,1
117,53,-16,96,-11,56,0.0,1
-45,-5,20,30,30,20,0.0,0
51,80,85,25,35,29,0.0,1
82,-30,-27,30,36,20,0.0,0
5,-23,22,19,39,-40,0.0,1
25,-2,-35,-29,-37,-78,0.0,1
-30,-10,-2,0,-5,-13,0.0,0
5,25,10,95,80,35,0.0,0
-20,43,75,-10,25,24,0.0,0
15,45,85,-10,50,-10,0.0,1
5,15,5,15,-25,15,1.0,0
5,40,30,65,55,40,0.0,1
-33,9,5,-5,10,6,0.0,0
-77,57,124,-61,-59,35,0.0,1
-25,-15,5,-45,-15,-20,0.0,0
65,-15,-40,100,60,5,0.0,1
-35,0,-14,-110,-84,9,0.0,0
26,25,-5,-35,-15,-20,0.0,1
-20,25,55,0,40,-15,0.0,0
80,36,-1,14,31,15,0.0,1
-5,-60,-10,5,25,-10,0.0,0
-55,-55,65,-25,70,-30,0.0,0
-69,44,30,25,20,15,0.0,0
29,-14,-5,-15,-20,90,-1.5,1
86,33,-2,58,23,-15,0.0,1
-33,36,2,13,2,35,-1.5,0
-9,34,25,-13,30,5,-1.0,0
-15,78,15,55,0,55,1.5,0
-16,-35,-15,27,15,-14,0.0,0
85,-8,-33,24,-11,-30,0.0,1
20,40,25,20,25,30,0.0,1
-72,40,75,20,65,-3,0.0,1
-17,-3,3,-40,3,0,0.0,0
0,-1,35,35,59,19,0.0,0
-49,-12,0,-25,35,-25,0.0,0
7,-19,-3,-80,-40,10,0.0,1
30,0,-35,-30,-35,0,0.0,1
56,5,5,27,-3,16,0.0,1
1,-41,-33,16,16,0,0.0,1
53,26,15,26,15,27,0.0,1
13,-7,-12,6,-1,3,1.0,1
15,55,35,5,15,25,0.0,1
-47,20,-5,20,5,17,0.0,0
36,5,21,45,21,-53,0.0,1
18,-7,-46,17,-33,-26,0.0,1
24,60,25,33,28,-1,0.0,1
-35,-2,-35,40,-35,5,0.0,0
16,-16,-30,24,-30,-25,0.0,1
47,-21,-61,19,-1,11,0.0,1
-18,-14,-125,-45,-125,-20,0.0,0
-13,5,-5,15,-35,-7,0.0,0
-30,-33,-130,-23,15,10,1.5,0
42,-27,-20,-4,-11,-18,0.0,1
-25,-5,-10,45,65,65,1.0,0
-5,-15,-61,15,-6,-15,-1.0,0
-26,18,33,27,47,76,0.0,0
-15,-55,-75,-35,-45,-30,0.0,0
5,10,70,-15,55,5,0.0,1
-18,25,40,40,35,35,0.0,0
4,-84,-59,-15,-33,-43,0.0,1
-15,-55,-38,-60,-18,-20,0.0,0
-2,-62,-11,-14,-16,-25,0.0,0
-81,-52,-29,-63,-18,-40,0.0,0
-3,-19,-30,-21,-30,3,0.0,0
-50,-95,-40,-110,-35,-45,0.0,0
-4,50,5,0,-5,54,0.0,0
39,-22,0,44,17,7,0.0,1
-7,5,1,30,6,15,0.0,0
-38,16,34,5,3,9,0.0,0
0,15,5,15,30,30,0.0,0
84,-19,-50,66,0,-5,0.0,0
25,45,25,5,10,80,0.0,1
36,110,10,105,70,44,0.0,1
-45,-15,85,5,40,-30,0.0,0
10,-5,5,-2,0,-5,1.5,1
-21,-27,-12,-20,0,-5,0.0,0
-73,48,67,-27,17,10,-1.0,0
-65,65,-10,100,0,0,0.0,0
-52,3,13,3,3,40,0.0,0
-25,6,70,36,30,-12,-1.5,0
6,-15,-45,-42,-50,-61,0.0,1
22,1,-10,-9,-5,-14,0.0,1
10,30,55,90,15,25,0.0,1
44,75,20,60,50,55,0.0,1
90,100,30,164,90,56,0.0,1
36,-15,12,15,7,-25,0.0,1
48,-2,33,25,53,13,0.0,1
23,12,-5,-50,0,0,0.0,1
39,-11,-40,-14,-25,-14,0.0,0
-30,-25,-2,-40,15,10,0.0,0
-30,-40,-30,15,0,0,0.0,0
35,30,-65,-15,-55,5,0.0,1
-18,-22,-21,1,19,-16,0.0,0
-60,-115,5,35,85,12,0.0,0
-25,-125,-55,-40,45,185,0.0,0
-15,50,20,-1,-21,10,0.0,0
-35,-24,-10,-24,-10,-12,0.0,0
-12,2,-5,4,-17,-7,0.0,0
-10,-90,-25,5,-10,-25,0.0,0
30,15,-5,95,65,-2,0.0,1
12,31,-51,6,-56,-22,0.0,1
72,41,10,-5,20,-15,0.0,1
20,25,90,10,95,10,0.0,1
25,120,70,-5,-75,-145,0.0,1
10,-95,-40,-15,-30,-55,0.0,1
-21,-25,-20,52,68,-10,0.0,0
-64,-91,-15,-11,-15,-50,0.0,0
33,-60,5,62,12,9,0.0,1
71,45,-16,50,55,45,1.0,1
-55,-50,-35,35,-5,10,0.0,0
10,14,28,26,21,69,0.0,1
-25,-19,35,-16,26,-37,-1.0,0
66,65,-25,15,-58,10,0.0,1
-1,33,26,48,41,-81,0.0,0
57,14,5,47,25,9,0.0,1
-39,-2,50,10,150,0,0.0,0
-85,-35,-10,-105,-30,-35,0.0,0
15,-6,-65,25,5,-39,0.0,1
-6,12,67,-38,2,-10,-1.5,0
-69,-52,-6,-5,-5,-30,0.0,0
-65,-5,-10,-140,-100,7,0.0,0
-39,30,108,-3,20,0,0.0,0
20,66,75,30,20,39,0.0,1
53,42,5,-21,-17,13,0.0,1
0,0,5,-10,25,-30,0.0,0
-95,-26,7,-30,-10,-21,0.0,0
-15,-50,40,-15,40,35,0.0,0
8,29,37,-22,-22,-25,0.0,1
-22,-8,-33,-13,-20,-22,0.0,0
-25,15,-5,-10,-5,-5,0.0,0
-31,27,-22,-69,-16,-41,0.0,0
-41,-25,-17,-35,-22,-10,0.0,0
-20,-20,25,5,25,15,0.0,0
80,55,15,10,25,30,0.0,1
-25,-17,-28,-25,-26,-21,0.0,0
5,25,35,-65,10,5,0.0,1
-19,-21,1,-15,1,-10,0.0,0
-60,-45,15,-105,-90,-8,0.0,0
-15,15,-5,-30,-5,-5,0.0,0
-10,-20,-76,-15,-41,-48,0.0,0
-18,0,-3,-15,18,-6,0.0,0
-40,25,-15,5,15,0,0.0,0
40,20,20,25,25,20,0.0,1
5,-25,-8,-32,-5,20,-1.5,1
-10,-60,-30,15,-15,-25,0.0,0
10,40,-55,20,40,10,0.0,1
-2,-65,-160,-25,-10,-20,0.0,0
70,20,-35,30,40,-15,0.0,1
-21,22,-78,49,-61,51,0.0,0
70,10,15,55,-30,-80,0.0,1
50,70,60,-20,30,5,-1.0,1
-75,-78,-35,-159,-85,-56,0.0,0
5,110,65,-20,-30,85,0.0,1
-30,25,0,85,55,5,0.0,0
-19,8,-10,-2,-10,-2,0.0,0
15,25,-15,-25,-25,-25,0.0,1
60,45,36,55,62,7,0.0,1
-68,2,13,-42,-78,-12,-1.0,0
25,-25,10,-5,30,27,0.0,1
-54,-34,-30,-56,-45,-46,0.0,0
-38,35,10,40,10,8,0.0,0
-15,-5,45,15,50,15,1.5,0
70,-30,-40,-5,-20,0,0.0,1
-10,-90,10,-80,-30,0,0.0,0
-20,-60,10,-10,-5,-20,0.0,0
-30,0,-5,85,5,35,0.0,0
6,21,14,-35,40,-11,0.0,1
52,9,-37,-21,-47,-11,0.0,1
8,-26,-34,41,36,-11,0.0,1
-60,-60,-50,-35,-15,-45,0.0,0
7,-25,70,10,0,-45,1.0,1
-80,-15,20,-15,0,-25,0.0,1
-35,-35,95,40,55,13,0.0,0
28,63,-7,46,20,20,0.0,1
-26,-105,-55,-95,-35,-34,0.0,0
-30,45,53,67,25,5,0.0,0
22,2,-6,-71,-16,-14,0.0,1
-5,-25,-55,40,25,20,0.0,0
-68,45,-20,-15,-35,15,0.0,0
6,-13,3,-6,14,-28,0.0,1
6,94,100,-5,70,40,0.0,1
0,70,-45,-50,15,20,0.0,0
-26,-142,-24,-71,-19,-32,0.0,0
25,45,10,5,-25,-60,0.0,1
-10,-50,-40,23,-10,10,0.0,0
40,40,-20,34,0,6,0.0,1
60,3,-128,3,-88,-25,0.0,1
-81,-42,-42,-83,-28,1,0.0,0
80,-10,-30,-85,-45,-10,0.0,1
-44,-40,73,-3,43,-30,0.0,0
-1,-25,60,-35,74,27,0.0,0
13,-20,-5,29,-22,-55,0.0,1
-10,13,-14,-25,-16,-5,1.0,0
50,-27,-7,-48,-48,-40,0.0,1
-14,-38,20,17,0,-20,1.0,0
2,10,5,-14,-13,-25,-1.0,1
25,69,75,-11,10,7,0.0,1
-5,-45,0,45,10,-20,0.0,0
-49,-36,-19,-66,-39,-41,-1.0,0
-90,-65,-5,-70,0,-10,0.0,0
-80,-43,33,-65,5,-45,0.0,0
-39,-58,3,24,-6,-78,0.0,0
-43,-4,-11,-4,-11,-3,0.0,0
5,-50,-75,-35,-105,10,0.0,1
-15,-85,-50,-50,-15,-60,0.0,0
68,-40,-48,45,84,-14,1.0,1
29,52,45,31,10,-23,0.0,1
-3,-22,-38,-18,-25,-36,0.0,0
